Year,Month,State,Location,Food,Ingredient,Species,Genus,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
2009,September,Wisconsin,,,,Norovirus genogroup I,Norovirus,,Confirmed,27,0,0
2009,June,Illinois,,,,Norovirus genogroup I,Norovirus,,Suspected,25,1,0
2009,January,Florida,Restaurant,"Sandwich, Wrap; Sandwich, Wrap",,Norovirus genogroup I,Norovirus,,Confirmed,24,0,0
2009,June,California,Fast Food Restaurant,,,Norovirus genogroup I,Norovirus,,Confirmed,19,0,0
2009,August,Wisconsin,Private Home/Residence,,,Norovirus genogroup I,Norovirus,,Confirmed,12,0,0
2009,March,Tennessee,Restaurant,"Oysters, Raw",Oysters,Norovirus genogroup I,Norovirus,,Confirmed,9,0,0
2009,January,Tennessee,Grocery Store,Cake,,Norovirus genogroup I,Norovirus,,Confirmed,8,1,0
2009,January,Tennessee,Fast Food Restaurant,,,Norovirus genogroup I,Norovirus,,Confirmed,6,0,0
2009,December,North Dakota,Restaurant,,,Norovirus genogroup I,Norovirus,,Confirmed,3,0,0
2009,February,Alaska,Private Home/Residence,,,Norovirus genogroup I; Norovirus genogroup II,Norovirus,,Confirmed; Confirmed,35,0,0
2009,January,Illinois,,,,Norovirus genogroup II,Norovirus,,Confirmed,303,0,0
2009,March,Michigan,Restaurant; Banquet Facility,"Salad, Unspecified",,Norovirus genogroup II,Norovirus,,Confirmed,131,2,0
2009,January,Wisconsin,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,62,1,0
2009,April,Florida,Restaurant,Salads,,Norovirus genogroup II,Norovirus,,Confirmed,53,0,0
2009,February,Illinois,,,,Norovirus genogroup II,Norovirus,,Suspected,51,0,0
2009,May,Oregon,School/College/University,,,Norovirus genogroup II,Norovirus,,Confirmed,51,1,0
2009,March,Oregon,School/College/University,,,Norovirus genogroup II,Norovirus,,Confirmed,49,0,0
2009,January,Georgia,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,46,1,0
2009,January,Colorado,Banquet Facility,,,Norovirus genogroup II,Norovirus,,Suspected,40,0,0
2009,May,Illinois,Banquet Facility,,,Norovirus genogroup II,Norovirus,,Confirmed,39,0,0
2009,November,Tennessee,Restaurant,Salads,,Norovirus genogroup II,Norovirus,GII_4 New Orleans (2009),Confirmed,36,3,0
2009,March,Alabama,Restaurant,,,Norovirus genogroup II,Norovirus,,Suspected,35,0,0
2009,January,Florida,,,,Norovirus genogroup II,Norovirus,,Confirmed,31,,
2009,July,New Hampshire,Camp,Carrots,Carrots,Norovirus genogroup II,Norovirus,,Suspected,31,1,0
2009,July,Oregon,Restaurant,Mixed Green Salad,,Norovirus genogroup II,Norovirus,,Confirmed,31,1,0
2009,April,Arizona,Banquet Facility,,,Norovirus genogroup II,Norovirus,,Confirmed,30,0,0
2009,March,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,27,0,0
2009,April,Iowa,,Lettuce Based Salads,,Norovirus genogroup II,Norovirus,,Confirmed,27,1,0
2009,January,Illinois,Restaurant,"Cake, Chocolate",,Norovirus genogroup II,Norovirus,,Confirmed,26,1,0
2009,January,Florida,,,,Norovirus genogroup II,Norovirus,,Confirmed,24,0,0
2009,August,Wisconsin,,,,Norovirus genogroup II,Norovirus,,Confirmed,24,0,0
2009,December,North Dakota,Banquet Facility,,,Norovirus genogroup II,Norovirus,,Confirmed,24,0,0
2009,January,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,,Suspected,23,0,0
2009,March,Wisconsin,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,23,0,0
2009,May,Arizona,,,,Norovirus genogroup II,Norovirus,,Confirmed,23,0,0
2009,May,California,Catering Service,Rolls,,Norovirus genogroup II,Norovirus,,Confirmed,23,0,0
2009,January,Ohio,Catering Service,"Sandwich, Deli",,Norovirus genogroup II,Norovirus,GII_12,Confirmed,22,0,0
2009,January,Tennessee,Restaurant,"Oysters, Raw",,Norovirus genogroup II,Norovirus,,Confirmed,22,4,0
2009,February,Minnesota,Restaurant,Mushrooms; Pasta Salad; Fruit,,Norovirus genogroup II,Norovirus,,Suspected,22,1,0
2009,March,Illinois,Restaurant; Catering Service,Chicken Salad,,Norovirus genogroup II,Norovirus,,Confirmed,22,1,0
2009,September,Wyoming,,"Lettuce Based Salads; Salad Dressings; Cheddar Cheese; Salad Dressings; Milk, 1% Milk Pasteurized; Leaf Lettuce; Cheddar Cheese, Pasteurized; Vegetables","Leaf Lettuce; Cheddar Cheese, Pasteurized; Leaf Lettuce; Cheddar Cheese, Pasteurized",Norovirus genogroup II,Norovirus,,Confirmed,22,0,0
2009,January,Connecticut,Restaurant,Ice,,Norovirus genogroup II,Norovirus,,Confirmed,21,0,0
2009,February,Hawaii,,,,Norovirus genogroup II,Norovirus,,Confirmed,21,0,0
2009,December,Ohio,Restaurant; Catering Service,,,Norovirus genogroup II,Norovirus,GII_12,Confirmed,21,0,0
2009,March,Ohio,Banquet Facility,,,Norovirus genogroup II,Norovirus,GII_4 New Orleans (2009),Confirmed,20,0,0
2009,March,Ohio,,,,Norovirus genogroup II,Norovirus,,Confirmed,19,0,0
2009,June,California,Restaurant,,,Norovirus genogroup II,Norovirus,,Suspected,19,0,0
2009,July,Oregon,Catering Service,Rolls; Watermelon; Cheese/Roll,"Bread; Cheese, Unspecified",Norovirus genogroup II,Norovirus,,Confirmed,18,0,0
2009,April,Florida,Banquet Facility,,,Norovirus genogroup II,Norovirus,,Confirmed,17,0,0
2009,July,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,17,0,0
2009,August,California,Restaurant,,,Norovirus genogroup II,Norovirus,,Suspected,17,0,0
2009,January,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,16,0,0
2009,January,Wisconsin,Restaurant,Fruit,,Norovirus genogroup II,Norovirus,,Confirmed,16,0,0
2009,February,Wisconsin,Catering Service,Cake,,Norovirus genogroup II,Norovirus,,Confirmed,16,0,0
2009,December,Wisconsin,Catering Service,Leaf Lettuce,,Norovirus genogroup II,Norovirus,,Confirmed,16,0,0
2009,May,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,GII_4 Minerva (2006),Confirmed,15,0,0
2009,May,Florida,Fast Food Restaurant; Private Home/Residence,,,Norovirus genogroup II,Norovirus,,Suspected,14,1,0
2009,January,Maryland,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,13,0,0
2009,January,South Carolina,,,,Norovirus genogroup II,Norovirus,,Confirmed,13,0,0
2009,February,Florida,Nursing Home/Assisted Living Facility,"Cookies, Unspecified",,Norovirus genogroup II,Norovirus,,Confirmed,13,2,0
2009,February,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,13,0,0
2009,February,Wyoming,,,,Norovirus genogroup II,Norovirus,,Confirmed,13,0,0
2009,March,Idaho,,,,Norovirus genogroup II,Norovirus,,Confirmed,13,0,0
2009,May,Connecticut,Restaurant,Filet Mignon Appetizer,,Norovirus genogroup II,Norovirus,,Confirmed,13,0,0
2009,August,North Dakota,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,13,0,0
2009,December,Wisconsin,,,,Norovirus genogroup II,Norovirus,Unknown,Confirmed,13,2,0
2009,January,Maryland,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,12,0,0
2009,March,Oregon,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,12,,0
2009,January,Florida,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,11,0,0
2009,January,New Hampshire,Office/Indoor Workplace,Fruit-Based Salads,,Norovirus genogroup II,Norovirus,,Suspected,11,0,0
2009,June,Tennessee,Restaurant,Cheese Dip,,Norovirus genogroup II,Norovirus,,Confirmed,11,0,0
2009,February,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,10,0,0
2009,May,Idaho,Fast Food Restaurant,Chicken Salad,Lettuce; Onion; Tomato,Norovirus genogroup II,Norovirus,,Confirmed,10,0,0
2009,September,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,GII_12,Confirmed,10,0,0
2009,December,Alabama,Restaurant,,,Norovirus genogroup II,Norovirus,,Suspected,10,2,0
2009,January,Rhode Island,,,,Norovirus genogroup II,Norovirus,,Confirmed,9,0,0
2009,March,Arizona,,,,Norovirus genogroup II,Norovirus,,Confirmed,9,0,0
2009,March,California,Restaurant,Tomatoes; Salads,Tomato; Tomato,Norovirus genogroup II,Norovirus,,Suspected,9,0,0
2009,April,Arizona,,,,Norovirus genogroup II,Norovirus,,Confirmed,9,0,0
2009,April,California,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,9,0,0
2009,November,Ohio,,,,Norovirus genogroup II,Norovirus,GII_12,Confirmed,9,1,0
2009,December,California,Restaurant,Rice; Guacamole; Salsa,,Norovirus genogroup II,Norovirus,,Suspected,9,0,0
2009,December,South Carolina,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,9,0,0
2009,February,Georgia,Banquet Facility,,,Norovirus genogroup II,Norovirus,,Suspected,8,0,0
2009,July,Oregon,Restaurant; Private Home/Residence; Grocery Store,,,Norovirus genogroup II,Norovirus,,Confirmed,8,0,0
2009,November,South Carolina,Private Home/Residence,"Oysters, Raw",,Norovirus genogroup II,Norovirus,,Confirmed,8,0,0
2009,December,California,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,8,0,0
2009,January,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,,Suspected,6,0,0
2009,January,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,GII_4 Minerva (2006),Suspected,6,0,0
2009,September,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,,Suspected,6,0,0
2009,November,South Carolina,Private Home/Residence,Oysters,,Norovirus genogroup II,Norovirus,,Confirmed,6,0,0
2009,December,Connecticut,Fast Food Restaurant,"Sandwich, Submarine",,Norovirus genogroup II,Norovirus,,Confirmed,6,0,0
2009,January,Wisconsin,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,5,0,0
2009,February,Ohio,,Salad Bar; Pasta Salad With Tuna And Mayonnaise,,Norovirus genogroup II,Norovirus,,Suspected,5,0,0
2009,January,South Carolina,Restaurant,,,Norovirus genogroup II,Norovirus,,Suspected,4,0,0
2009,April,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,4,1,0
2009,July,Georgia,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,4,0,0
2009,September,Idaho,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,4,0,0
2009,November,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,GII_12,Suspected,4,0,0
2009,December,Ohio,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,GII_6,Confirmed,4,0,0
2009,December,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,4,0,0
2009,January,Florida,Restaurant,"Squid/Calamari, Unspecified",,Norovirus genogroup II,Norovirus,,Confirmed,3,,
2009,January,Florida,Restaurant,Cheesecake Shooters,,Norovirus genogroup II,Norovirus,,Suspected,3,0,0
2009,February,Georgia,Restaurant,Nachos And Cheese,,Norovirus genogroup II,Norovirus,,Confirmed,3,0,0
2009,March,Texas,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,3,1,0
2009,December,Ohio,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,GII_12,Confirmed,3,0,0
2009,March,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,,Suspected,2,,0
2009,May,Connecticut,Restaurant,,,Norovirus genogroup II,Norovirus,,Confirmed,2,0,0
2009,June,Washington,Camp,Potato Salad,,Norovirus unknown,Norovirus,,Suspected,56,0,0
2009,June,Nevada,Banquet Facility,,,Norovirus unknown,Norovirus,,Confirmed,44,0,0
2009,April,California,Restaurant,Chicken Salad,Chicken,Norovirus unknown,Norovirus,,Suspected,39,0,0
2009,December,New York,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,37,1,0
2009,December,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,34,0,0
2009,December,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,34,0,0
2009,May,California,Private Home/Residence,Cactus Salad; Multiple Foods,,Norovirus unknown,Norovirus,,Suspected,26,0,0
2009,February,New York,Restaurant; Catering Service,Lettuce,Lettuce,Norovirus unknown,Norovirus,,Confirmed,24,0,0
2009,November,California,,,,Norovirus unknown,Norovirus,,Confirmed,23,0,0
2009,February,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,20,0,0
2009,December,New York,Catering Service,,,Norovirus unknown,Norovirus,,Confirmed,20,0,0
2009,December,California,,"Cookies; Frosting/Icing, Unspecified",,Norovirus unknown,Norovirus,,Suspected,19,0,0
2009,April,California,,"Egg-Containing Food, Other",,Norovirus unknown,Norovirus,,Confirmed,18,0,0
2009,February,California,School/College/University,"Deli Meat, Multiple",,Norovirus unknown,Norovirus,,Suspected,16,0,0
2009,December,California,Catering Service; Office/Indoor Workplace,Salsa,,Norovirus unknown,Norovirus,,Confirmed,14,0,0
2009,December,Kansas,Restaurant,Pizza,,Norovirus unknown,Norovirus,,Confirmed,14,0,0
2009,June,Kansas,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,13,0,0
2009,January,California,,,,Norovirus unknown,Norovirus,,Suspected,10,0,0
2009,January,California,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,10,0,0
2009,March,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,10,0,0
2009,May,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,10,0,0
2009,February,California,,,,Norovirus unknown,Norovirus,,Suspected,9,0,0
2009,December,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,8,0,0
2009,January,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,7,0,0
2009,February,California,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,7,1,0
2009,July,Nevada,Restaurant,"Sandwich, Club; French Fries",,Norovirus unknown,Norovirus,,Confirmed,7,0,0
2009,May,Kansas,Restaurant,,,Norovirus unknown,Norovirus,,Confirmed,6,0,0
2009,January,California,Restaurant,"Tacos; Garlic, Unspecified",,Norovirus unknown,Norovirus,,Suspected,5,0,0
2009,March,Kansas,,,,Norovirus unknown,Norovirus,,Confirmed,5,0,0
2009,March,New Mexico,,,,Norovirus unknown,Norovirus,,Confirmed,5,0,0
2009,October,Kansas,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,4,0,0
2009,February,Kansas,Restaurant,,,Norovirus unknown,Norovirus,,Suspected,3,0,0
2009,June,California,,,,Norovirus unknown,Norovirus,,Suspected,2,1,0
2009,June,California,Fast Food Restaurant,,,Norovirus unknown,Norovirus,,Suspected,2,0,0
2009,February,Mississippi,Prison/Jail,Cabbage; Ice,,Norovirus unknown; Staphylococcus unknown,Norovirus,,Confirmed; Confirmed,66,0,0
2009,August,Kansas,Restaurant,Salsa,,Pesticides,Pesticides,,Confirmed,39,1,0
2009,July,Colorado,Private Home/Residence,Mushrooms,Mushrooms,Plant or herbal toxins,Plant,,Confirmed,6,1,0
2009,August,Colorado,Catering Service; School/College/University,,,Rotavirus,Rotavirus,,Suspected,28,1,0
2009,July,Multistate,,Salami,"Pepper, Ground",Salmonella enterica,Salmonella,Montevideo,Confirmed,272,52,0
2009,February,Multistate,,Alfalfa Sprouts,,Salmonella enterica,Salmonella,Saintpaul,Confirmed,256,8,
2009,September,Louisiana,,,,Salmonella enterica,Salmonella,Newport,Confirmed,200,4,0
2009,February,Mississippi,Prison/Jail,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,184,3,0
2009,July,Multistate,Grocery Store,Shredded Lettuce,Iceberg Lettuce,Salmonella enterica,Salmonella,Typhimurium,Confirmed,145,1,
2009,April,New Hampshire,Camp,"Pudding, Unspecified",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,133,5,0
2009,June,North Dakota,Private Home/Residence; Banquet Facility,Roast Beef,Beef,Salmonella enterica,Salmonella,Montevideo,Confirmed,88,0,0
2009,May,Multistate,,Ground Beef,,Salmonella enterica,Salmonella,Newport,Confirmed,68,4,0
2009,April,Multistate,Fair/Festival,,,Salmonella enterica,Salmonella,Oranienburg,Confirmed,66,15,0
2009,July,Washington,Camp,"Eggs, Scrambled",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,62,0,0
2009,July,Oregon,Camp,Scrambled Eggs,Egg,Salmonella enterica,Salmonella,Enteritidis,Confirmed,59,0,0
2009,June,North Dakota,Private Home/Residence; Banquet Facility,,,Salmonella enterica,Salmonella,Montevideo,Confirmed,55,8,0
2009,February,Multistate,Grocery Store,Melon,,Salmonella enterica,Salmonella,Carrau,Confirmed,53,4,1
2009,April,Massachusetts,Private Home/Residence,,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,50,,0
2009,July,New Mexico,,,,Salmonella enterica,Salmonella,Javiana,Confirmed,48,2,0
2009,April,New Hampshire,,Salads,Egg,Salmonella enterica,Salmonella,Enteritidis,Confirmed,45,1,0
2009,March,Colorado,Private Home/Residence,Green Chile,,Salmonella enterica,Salmonella,Newport,Confirmed,43,10,0
2009,November,Massachusetts,,,,Salmonella enterica,Salmonella,Montevideo,Confirmed,39,1,0
2009,December,New Jersey,,"Chicken, Marsala; Pork, Other",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,39,5,0
2009,June,North Dakota,Private Home/Residence; Banquet Facility,Taco Meat,Beef,Salmonella enterica,Salmonella,Montevideo,Confirmed,36,2,0
2009,November,Multistate,Private Home/Residence,Chicken,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,35,,
2009,August,Kansas,Restaurant,,,Salmonella enterica,Salmonella,Newport,Confirmed,33,7,0
2009,June,Pennsylvania,,,,Salmonella enterica,Salmonella,Typhimurium var Cope,Confirmed,29,4,0
2009,August,Colorado,Catering Service,"Iceberg Lettuce, Unspecified",Lettuce,Salmonella enterica,Salmonella,Typhimurium,Confirmed,27,1,0
2009,August,Hawaii,,,,Salmonella enterica,Salmonella,Hadar,Confirmed,27,1,0
2009,August,Maryland,Private Home/Residence,Potato Salad,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,27,6,0
2009,March,Oregon,Restaurant; Private Home/Residence,Chicken,Chicken,Salmonella enterica,Salmonella,Heidelberg,Confirmed,26,8,0
2009,August,Hawaii,,,,Salmonella enterica,Salmonella,Reading,Confirmed,26,0,0
2009,February,Multistate,,Alfalfa Sprouts,,Salmonella enterica,Salmonella,Oranienburg,Confirmed,25,,
2009,March,Oklahoma,Restaurant,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,25,4,0
2009,September,Ohio,Private Home/Residence,"Pasta, Unspecified",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,22,1,0
2009,December,California,Restaurant,Specialty/Ethnic Dishes,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,22,4,0
2009,May,Michigan,Fast Food Restaurant; Restaurant,Tomatoes,,Salmonella enterica,Salmonella,Saintpaul,Confirmed,21,7,0
2009,May,West Virginia,,"Sausage, Pork",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,21,9,2
2009,August,Arizona,,,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,20,4,0
2009,May,New York,Restaurant,Malai Kofta,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,19,2,0
2009,July,Virginia,Restaurant,Lasagna,Egg,Salmonella enterica,Salmonella,Enteritidis,Confirmed,19,2,0
2009,August,California,Private Home/Residence,,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,19,0,0
2009,November,Minnesota,Private Home/Residence,Gravy,,Salmonella enterica,Salmonella,,Confirmed,19,0,0
2009,September,Illinois,Restaurant; Grocery Store,Barbacoa,,Salmonella enterica,Salmonella,Infantis,Confirmed,17,6,0
2009,November,Georgia,Private Home/Residence,,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,17,3,0
2009,August,California,,"Salmon, Unspecified",,Salmonella enterica,Salmonella,Heidelberg,Confirmed,16,0,0
2009,September,Illinois,Unknown,"Pork, Roasted",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,15,1,0
2009,April,Wisconsin,Private Home/Residence,Deviled Eggs,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,14,2,0
2009,May,Florida,Restaurant,,,Salmonella enterica,Salmonella,Berta,Confirmed,14,5,0
2009,June,Multistate,Private Home/Residence,Blueberries,Blueberries,Salmonella enterica,Salmonella,Muenchen,Confirmed,14,,0
2009,August,Michigan,Fast Food Restaurant,Alfalfa Sprouts,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,14,2,0
2009,September,Multistate,,Ground Turkey,,Salmonella enterica,Salmonella,Subspecies IIIa,Confirmed,14,,
2009,April,New York,Restaurant,"Lamb, Chops",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,13,4,0
2009,September,Tennessee,Restaurant,Lettuce; Roast Beef,,Salmonella enterica,Salmonella,Newport,Confirmed,13,6,0
2009,August,New York,Restaurant,"Sandwich, Corned Beef",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,12,2,0
2009,September,Pennsylvania,Restaurant,Hollandaise Sauce,Egg,Salmonella enterica,Salmonella,Enteritidis,Confirmed,12,0,0
2009,January,Virginia,Private Home/Residence,"Rice, Fried Rice; Rice, Fried Rice",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,11,1,0
2009,February,Nevada,Restaurant,,,Salmonella enterica,Salmonella,Braenderup,Confirmed,11,0,0
2009,November,Wisconsin,Restaurant,,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,11,,0
2009,December,Iowa,,,,Salmonella enterica,Salmonella,Newport,Confirmed,11,4,0
2009,March,North Carolina,Nursing Home/Assisted Living Facility,,,Salmonella enterica,Salmonella,Hadar,Confirmed,10,0,0
2009,July,Tennessee,Restaurant,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,10,3,0
2009,August,New York,Unknown,,,Salmonella enterica,Salmonella,Kiambu,Confirmed,10,6,0
2009,July,Multistate,,Green Onion/Scallion,,Salmonella enterica,Salmonella,Javiana,Confirmed,9,,
2009,August,Michigan,Fast Food Restaurant,"Salad, Unspecified",,Salmonella enterica,Salmonella,Miami,Confirmed,9,3,0
2009,April,Virginia,Fast Food Restaurant,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,8,5,0
2009,January,Connecticut,Restaurant; Catering Service,"Lasagna, Vegetarian",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,7,2,0
2009,January,Illinois,Grocery Store,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,7,2,0
2009,May,California,Catering Service,"Vegetable Dip, Unspecified",,Salmonella enterica,Salmonella,Infantis,Confirmed,7,0,0
2009,May,Indiana,,,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,7,1,0
2009,June,Multistate,Fast Food Restaurant,"Burrito, Unspecified",,Salmonella enterica,Salmonella,Newport,Confirmed,7,1,0
2009,July,Massachusetts,,,,Salmonella enterica,Salmonella,Javiana,Confirmed,7,1,0
2009,August,Arizona,,"Peppers, Jalapeno",,Salmonella enterica,Salmonella,Newport,Confirmed,7,2,0
2009,September,California,Grocery Store,,,Salmonella enterica,Salmonella,Enteritidis,Suspected,7,0,0
2009,October,Illinois,,,,Salmonella enterica,Salmonella,Ohio,Confirmed,7,1,0
2009,December,California,,Cream Puff,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,7,0,0
2009,March,Illinois,Restaurant,,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,6,0,0
2009,June,Maine,Private Home/Residence,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,6,1,0
2009,July,Arizona,Restaurant,,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,6,1,0
2009,July,California,Restaurant,,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,6,0,0
2009,July,Massachusetts,Restaurant,,,Salmonella enterica,Salmonella,Newport,Confirmed,6,2,0
2009,September,New York,Private Home/Residence,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,6,0,0
2009,November,Missouri,Private Home/Residence,Head Cheese,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,6,1,0
2009,November,Ohio,Religious Facility,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,6,1,0
2009,December,West Virginia,Private Home/Residence,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,6,1,0
2009,January,Massachusetts,Restaurant,,,Salmonella enterica,Salmonella,Braenderup,Confirmed,5,0,0
2009,March,Arkansas,,,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,5,3,0
2009,March,Illinois,Grocery Store,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,5,0,0
2009,May,Missouri,Private Home/Residence,,,Salmonella enterica,Salmonella,Oranienburg,Confirmed,5,1,0
2009,June,Tennessee,Private Home/Residence,Lasagna,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,5,0,0
2009,August,Pennsylvania,Private Home/Residence,Beef,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,5,3,0
2009,October,Michigan,Fast Food Restaurant; Restaurant,"Pork, Roasted",,Salmonella enterica,Salmonella,Derby,Confirmed,5,0,0
2009,October,New York,Restaurant,Caesar Dressing,Egg,Salmonella enterica,Salmonella,Enteritidis,Confirmed,5,0,0
2009,October,Washington,Restaurant,"Pork, Unspecified",,Salmonella enterica,Salmonella,Enteritidis,Confirmed,5,3,0
2009,February,Connecticut,Restaurant; Private Home/Residence; Fair/Festival,,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,4,1,0
2009,May,Indiana,,,,Salmonella enterica,Salmonella,Newport,Suspected,4,0,0
2009,June,New Jersey,,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,4,,0
2009,June,Washington,Hospital,"Sandwich, Deli",,Salmonella enterica,Salmonella,Muenchen,Confirmed,4,0,0
2009,July,Michigan,,,,Salmonella enterica,Salmonella,Newport,Confirmed,4,2,1
2009,November,California,Restaurant,"Mayonnaise, Homemade; Homemade Tartar Sauce; Vegetable-Based Salads",Egg; Egg; Egg,Salmonella enterica,Salmonella,Enteritidis,Confirmed,4,1,0
2009,March,New York,Unknown,,,Salmonella enterica,Salmonella,Saintpaul,Confirmed,3,0,0
2009,May,Oregon,Restaurant,,,Salmonella enterica,Salmonella,Muenchen,Confirmed,3,0,0
2009,June,New Mexico,,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,3,0,0
2009,August,Arizona,,,,Salmonella enterica,Salmonella,Montevideo,Confirmed,3,1,0
2009,December,New York,,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,3,0,0
2009,December,Ohio,Private Home/Residence,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,3,1,0
2009,February,Massachusetts,,,,Salmonella enterica,Salmonella,"I 4,[5],12:i:-",Confirmed,2,0,0
2009,April,Arizona,,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,2,0,0
2009,April,Minnesota,,"Sprouts, Unspecified",,Salmonella enterica,Salmonella,Cubana,Confirmed,2,0,0
2009,May,Kansas,Fast Food Restaurant,Burritos,,Salmonella enterica,Salmonella,Java,Suspected,2,0,0
2009,May,Pennsylvania,Restaurant,,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,2,0,0
2009,June,Oregon,Private Home/Residence,,,Salmonella enterica,Salmonella,Heidelberg,Confirmed,2,0,0
2009,July,Ohio,Fair/Festival,Chicken,,Salmonella enterica,Salmonella,Typhimurium,Confirmed,2,1,0
2009,August,Ohio,Unknown,,,Salmonella enterica,Salmonella,Heidelberg,Suspected,2,0,0
2009,August,Washington,Restaurant,Pad Thai,,Salmonella enterica,Salmonella,Enteritidis,Confirmed,2,0,0
